0.0010000000	 0.0118477328	-2.0004947150	 4.0000345371	-0.0053346172
0.0020000000	 0.0180462724	-2.0009397739	 4.0001080240	-0.0106714626
0.0050000000	 0.0294548582	-2.0020417231	 4.0004664081	-0.0266916622
0.0100000000	 0.0407238560	-2.0036119763	 4.0013810626	-0.0534171786
0.0500000000	 0.0735827050	-2.0140897518	 4.0172532966	-0.2679404587
0.1000000000	 0.0875589991	-2.0254399178	 4.0534056103	-0.5370214708
0.2000000000	 0.0979209747	-2.0442762416	 4.1743878337	-1.0744753989
0.3000000000	 0.1008253966	-2.0588685448	 4.3589552606	-1.6056067338
0.4000000000	 0.1006005654	-2.0700338350	 4.6068465060	-2.1248706586
0.5000000000	 0.0983563257	-2.0785062815	 4.9177309637	-2.6275806073
0.6000000000	 0.0943125334	-2.0850478719	 5.2912846983	-3.1100048975
0.7000000000	 0.0883294355	-2.0906605812	 5.7281161165	-3.5697058206
0.8000000000	 0.0802525372	-2.0969202117	 6.2321629584	-4.0056847630
0.9000000000	 0.0707242604	-2.1066341239	 6.8167577150	-4.4164905573
0.9500000000	 0.0666299433	-2.1140691268	 7.1490409753	-4.6083872169
